Country Name,Country Code,Indicator Name,Indicator Code,Year,Value
Malawi,MWI,Migración neta,SM.POP.NETM,1978,36219.0
Malawi,MWI,Migración neta,SM.POP.NETM,1979,46380.0
Malawi,MWI,Migración neta,SM.POP.NETM,1980,51087.0
Malawi,MWI,Migración neta,SM.POP.NETM,1981,55952.0
Malawi,MWI,Migración neta,SM.POP.NETM,1982,60243.0
Malawi,MWI,Migración neta,SM.POP.NETM,1983,64017.0
Malawi,MWI,Migración neta,SM.POP.NETM,1984,68301.0
Malawi,MWI,Migración neta,SM.POP.NETM,1985,70875.0
Malawi,MWI,Migración neta,SM.POP.NETM,1986,61049.0
Malawi,MWI,Migración neta,SM.POP.NETM,1987,269431.0
Malawi,MWI,Migración neta,SM.POP.NETM,1988,201016.0
Malawi,MWI,Migración neta,SM.POP.NETM,1989,180037.0
Malawi,MWI,Migración neta,SM.POP.NETM,1990,71114.0
Malawi,MWI,Migración neta,SM.POP.NETM,1991,15292.0
Malawi,MWI,Migración neta,SM.POP.NETM,1992,37143.0
Malawi,MWI,Migración neta,SM.POP.NETM,1993,-284877.0
Malawi,MWI,Migración neta,SM.POP.NETM,1994,-505381.0
Malawi,MWI,Migración neta,SM.POP.NETM,1995,-66368.0
Malawi,MWI,Migración neta,SM.POP.NETM,1996,-66214.0
Malawi,MWI,Migración neta,SM.POP.NETM,1997,-61647.0
Malawi,MWI,Migración neta,SM.POP.NETM,1998,-39492.0
Malawi,MWI,Migración neta,SM.POP.NETM,1999,-34028.0
Malawi,MWI,Migración neta,SM.POP.NETM,2000,-29032.0
Malawi,MWI,Migración neta,SM.POP.NETM,2001,-28658.0
Malawi,MWI,Migración neta,SM.POP.NETM,2002,-30010.0
Malawi,MWI,Migración neta,SM.POP.NETM,2003,-31699.0
Malawi,MWI,Migración neta,SM.POP.NETM,2004,-32211.0
Malawi,MWI,Migración neta,SM.POP.NETM,2005,-31428.0
Malawi,MWI,Migración neta,SM.POP.NETM,2006,-29400.0
Malawi,MWI,Migración neta,SM.POP.NETM,2007,-22662.0
Malawi,MWI,Migración neta,SM.POP.NETM,2008,-9242.0
Malawi,MWI,Migración neta,SM.POP.NETM,2009,-8588.0
Malawi,MWI,Migración neta,SM.POP.NETM,2010,-9321.0
Malawi,MWI,Migración neta,SM.POP.NETM,2011,-12133.0
Malawi,MWI,Migración neta,SM.POP.NETM,2012,-13506.0
Malawi,MWI,Migración neta,SM.POP.NETM,2013,-12899.0
Malawi,MWI,Migración neta,SM.POP.NETM,2014,-10309.0
Malawi,MWI,Migración neta,SM.POP.NETM,2015,-6449.0
Malawi,MWI,Migración neta,SM.POP.NETM,2016,-5498.0
Malawi,MWI,Migración neta,SM.POP.NETM,2017,-4795.0
Malawi,MWI,Migración neta,SM.POP.NETM,2018,-3706.0
Malawi,MWI,Migración neta,SM.POP.NETM,2019,-2228.0
Malawi,MWI,Migración neta,SM.POP.NETM,2020,-1775.0
Malawi,MWI,Migración neta,SM.POP.NETM,2021,-1775.0
Malawi,MWI,Migración neta,SM.POP.NETM,2022,-6000.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1960,-41.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1961,-59.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1962,-89.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1963,-134.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1964,-236.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1965,1396.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1966,1206.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1967,476.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1968,201.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1969,265.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1970,280.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1971,273.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1972,182.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1973,-80.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1974,-185.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1975,-140.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1976,-270.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1977,-622.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1978,-712.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1979,-974.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1980,-914.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1981,-1038.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1982,-1308.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1983,-1772.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1984,-1499.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1985,-472.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1986,-279.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1987,-438.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1988,-779.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1989,-811.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1990,-243.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1991,-236.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1992,-304.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1993,-382.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1994,-538.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1995,-518.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1996,-662.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1997,-628.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1998,-732.0
Maldivas,MDV,Migración neta,SM.POP.NETM,1999,-731.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2000,133.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2001,547.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2002,542.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2003,439.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2004,402.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2005,195.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2006,4945.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2007,6106.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2008,5931.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2009,5992.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2010,6244.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2011,6504.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2012,6660.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2013,6794.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2014,12535.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2015,12526.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2016,12191.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2017,11665.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2018,10578.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2019,6690.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2020,1134.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2021,1189.0
Maldivas,MDV,Migración neta,SM.POP.NETM,2022,-8011.0
Malta,MLT,Migración neta,SM.POP.NETM,1960,-6168.0
Malta,MLT,Migración neta,SM.POP.NETM,1961,-6753.0
Malta,MLT,Migración neta,SM.POP.NETM,1962,-7080.0
Malta,MLT,Migración neta,SM.POP.NETM,1963,-7157.0
Malta,MLT,Migración neta,SM.POP.NETM,1964,-6915.0
Malta,MLT,Migración neta,SM.POP.NETM,1965,-6443.0
Malta,MLT,Migración neta,SM.POP.NETM,1966,-5790.0
Malta,MLT,Migración neta,SM.POP.NETM,1967,-4968.0
Malta,MLT,Migración neta,SM.POP.NETM,1968,-4264.0
Malta,MLT,Migración neta,SM.POP.NETM,1969,-3636.0
Malta,MLT,Migración neta,SM.POP.NETM,1970,-3104.0
Malta,MLT,Migración neta,SM.POP.NETM,1971,-2625.0
Malta,MLT,Migración neta,SM.POP.NETM,1972,-2219.0
Malta,MLT,Migración neta,SM.POP.NETM,1973,-1776.0
Malta,MLT,Migración neta,SM.POP.NETM,1974,-1397.0
Malta,MLT,Migración neta,SM.POP.NETM,1975,-1037.0
Malta,MLT,Migración neta,SM.POP.NETM,1976,-707.0
Malta,MLT,Migración neta,SM.POP.NETM,1977,-412.0
Malta,MLT,Migración neta,SM.POP.NETM,1978,-157.0
Malta,MLT,Migración neta,SM.POP.NETM,1979,81.0
Malta,MLT,Migración neta,SM.POP.NETM,1980,268.0
Malta,MLT,Migración neta,SM.POP.NETM,1981,438.0
Malta,MLT,Migración neta,SM.POP.NETM,1982,499.0
Malta,MLT,Migración neta,SM.POP.NETM,1983,507.0
Malta,MLT,Migración neta,SM.POP.NETM,1984,461.0
Malta,MLT,Migración neta,SM.POP.NETM,1985,381.0
Malta,MLT,Migración neta,SM.POP.NETM,1986,454.0
Malta,MLT,Migración neta,SM.POP.NETM,1987,482.0
Malta,MLT,Migración neta,SM.POP.NETM,1988,498.0
Malta,MLT,Migración neta,SM.POP.NETM,1989,537.0
Malta,MLT,Migración neta,SM.POP.NETM,1990,606.0
Malta,MLT,Migración neta,SM.POP.NETM,1991,726.0
Malta,MLT,Migración neta,SM.POP.NETM,1992,860.0
Malta,MLT,Migración neta,SM.POP.NETM,1993,1049.0
Malta,MLT,Migración neta,SM.POP.NETM,1994,1296.0
Malta,MLT,Migración neta,SM.POP.NETM,1995,1530.0
Malta,MLT,Migración neta,SM.POP.NETM,1996,1489.0
Malta,MLT,Migración neta,SM.POP.NETM,1997,1608.0
Malta,MLT,Migración neta,SM.POP.NETM,1998,1748.0
Malta,MLT,Migración neta,SM.POP.NETM,1999,1804.0
Malta,MLT,Migración neta,SM.POP.NETM,2000,1799.0
Malta,MLT,Migración neta,SM.POP.NETM,2001,1687.0
Malta,MLT,Migración neta,SM.POP.NETM,2002,1507.0
Malta,MLT,Migración neta,SM.POP.NETM,2003,1238.0
Malta,MLT,Migración neta,SM.POP.NETM,2004,872.0
Malta,MLT,Migración neta,SM.POP.NETM,2005,456.0
Malta,MLT,Migración neta,SM.POP.NETM,2006,183.0
Malta,MLT,Migración neta,SM.POP.NETM,2007,350.0
Malta,MLT,Migración neta,SM.POP.NETM,2008,918.0
Malta,MLT,Migración neta,SM.POP.NETM,2009,1774.0
Malta,MLT,Migración neta,SM.POP.NETM,2010,3049.0
Malta,MLT,Migración neta,SM.POP.NETM,2011,4806.0
Malta,MLT,Migración neta,SM.POP.NETM,2012,6167.0
Malta,MLT,Migración neta,SM.POP.NETM,2013,7348.0
Malta,MLT,Migración neta,SM.POP.NETM,2014,8474.0
Malta,MLT,Migración neta,SM.POP.NETM,2015,9443.0
Malta,MLT,Migración neta,SM.POP.NETM,2016,10239.0
Malta,MLT,Migración neta,SM.POP.NETM,2017,10836.0
Malta,MLT,Migración neta,SM.POP.NETM,2018,11180.0
Malta,MLT,Migración neta,SM.POP.NETM,2019,11247.0
Malta,MLT,Migración neta,SM.POP.NETM,2020,10854.0
Malta,MLT,Migración neta,SM.POP.NETM,2021,10408.0
Malta,MLT,Migración neta,SM.POP.NETM,2022,850.0
Malí,MLI,Migración neta,SM.POP.NETM,1960,-10332.0
Malí,MLI,Migración neta,SM.POP.NETM,1961,-10165.0
Malí,MLI,Migración neta,SM.POP.NETM,1962,-10843.0
Malí,MLI,Migración neta,SM.POP.NETM,1963,-11980.0
Malí,MLI,Migración neta,SM.POP.NETM,1964,-13252.0
Malí,MLI,Migración neta,SM.POP.NETM,1965,-13693.0
Malí,MLI,Migración neta,SM.POP.NETM,1966,-17072.0
Malí,MLI,Migración neta,SM.POP.NETM,1967,-16944.0
Malí,MLI,Migración neta,SM.POP.NETM,1968,-18058.0
Malí,MLI,Migración neta,SM.POP.NETM,1969,-18341.0
Malí,MLI,Migración neta,SM.POP.NETM,1970,-17521.0
Malí,MLI,Migración neta,SM.POP.NETM,1971,-22180.0
Malí,MLI,Migración neta,SM.POP.NETM,1972,-19647.0
Malí,MLI,Migración neta,SM.POP.NETM,1973,-19183.0
Malí,MLI,Migración neta,SM.POP.NETM,1974,-22508.0
Malí,MLI,Migración neta,SM.POP.NETM,1975,-26632.0
Malí,MLI,Migración neta,SM.POP.NETM,1976,-34088.0
Malí,MLI,Migración neta,SM.POP.NETM,1977,-28926.0
Malí,MLI,Migración neta,SM.POP.NETM,1978,-31602.0
Malí,MLI,Migración neta,SM.POP.NETM,1979,-32438.0
Malí,MLI,Migración neta,SM.POP.NETM,1980,-30239.0
Malí,MLI,Migración neta,SM.POP.NETM,1981,-34216.0
Malí,MLI,Migración neta,SM.POP.NETM,1982,-34232.0
Malí,MLI,Migración neta,SM.POP.NETM,1983,-34214.0
Malí,MLI,Migración neta,SM.POP.NETM,1984,-47454.0
Malí,MLI,Migración neta,SM.POP.NETM,1985,-63524.0
Malí,MLI,Migración neta,SM.POP.NETM,1986,-82188.0
Malí,MLI,Migración neta,SM.POP.NETM,1987,-91198.0
Malí,MLI,Migración neta,SM.POP.NETM,1988,-88203.0
Malí,MLI,Migración neta,SM.POP.NETM,1989,-75987.0
Malí,MLI,Migración neta,SM.POP.NETM,1990,-68856.0
Malí,MLI,Migración neta,SM.POP.NETM,1991,-77380.0
Malí,MLI,Migración neta,SM.POP.NETM,1992,-70975.0
Malí,MLI,Migración neta,SM.POP.NETM,1993,-68995.0
Malí,MLI,Migración neta,SM.POP.NETM,1994,-63686.0
Malí,MLI,Migración neta,SM.POP.NETM,1995,-67932.0
Malí,MLI,Migración neta,SM.POP.NETM,1996,-68134.0
Malí,MLI,Migración neta,SM.POP.NETM,1997,-56107.0
Malí,MLI,Migración neta,SM.POP.NETM,1998,-30323.0
Malí,MLI,Migración neta,SM.POP.NETM,1999,-21740.0
Malí,MLI,Migración neta,SM.POP.NETM,2000,-17423.0
Malí,MLI,Migración neta,SM.POP.NETM,2001,-12530.0
Malí,MLI,Migración neta,SM.POP.NETM,2002,-8926.0
Malí,MLI,Migración neta,SM.POP.NETM,2003,-11780.0
Malí,MLI,Migración neta,SM.POP.NETM,2004,-10805.0
Malí,MLI,Migración neta,SM.POP.NETM,2005,-17436.0
Malí,MLI,Migración neta,SM.POP.NETM,2006,-18275.0
Malí,MLI,Migración neta,SM.POP.NETM,2007,-19966.0
Malí,MLI,Migración neta,SM.POP.NETM,2008,-24538.0
Malí,MLI,Migración neta,SM.POP.NETM,2009,-34428.0
Malí,MLI,Migración neta,SM.POP.NETM,2010,-34523.0
Malí,MLI,Migración neta,SM.POP.NETM,2011,-43216.0
Malí,MLI,Migración neta,SM.POP.NETM,2012,-140747.0
Malí,MLI,Migración neta,SM.POP.NETM,2013,-41013.0
Malí,MLI,Migración neta,SM.POP.NETM,2014,-50149.0
Malí,MLI,Migración neta,SM.POP.NETM,2015,-48947.0
Malí,MLI,Migración neta,SM.POP.NETM,2016,-30294.0
Malí,MLI,Migración neta,SM.POP.NETM,2017,-33995.0
Malí,MLI,Migración neta,SM.POP.NETM,2018,-40761.0
Malí,MLI,Migración neta,SM.POP.NETM,2019,-44428.0
Malí,MLI,Migración neta,SM.POP.NETM,2020,-14978.0
Malí,MLI,Migración neta,SM.POP.NETM,2021,-22236.0
Malí,MLI,Migración neta,SM.POP.NETM,2022,-39998.0
Mariana,MNP,Migración neta,SM.POP.NETM,1960,11.0
Mariana,MNP,Migración neta,SM.POP.NETM,1961,31.0
Mariana,MNP,Migración neta,SM.POP.NETM,1962,46.0
Mariana,MNP,Migración neta,SM.POP.NETM,1963,58.0
Mariana,MNP,Migración neta,SM.POP.NETM,1964,70.0
Mariana,MNP,Migración neta,SM.POP.NETM,1965,71.0
Mariana,MNP,Migración neta,SM.POP.NETM,1966,64.0
Mariana,MNP,Migración neta,SM.POP.NETM,1967,-379.0
Mariana,MNP,Migración neta,SM.POP.NETM,1968,-907.0
Mariana,MNP,Migración neta,SM.POP.NETM,1969,-872.0
Mariana,MNP,Migración neta,SM.POP.NETM,1970,501.0
Mariana,MNP,Migración neta,SM.POP.NETM,1971,1032.0
Mariana,MNP,Migración neta,SM.POP.NETM,1972,1074.0
Mariana,MNP,Migración neta,SM.POP.NETM,1973,753.0
Mariana,MNP,Migración neta,SM.POP.NETM,1974,-126.0
Mariana,MNP,Migración neta,SM.POP.NETM,1975,-175.0
Mariana,MNP,Migración neta,SM.POP.NETM,1976,-206.0
Mariana,MNP,Migración neta,SM.POP.NETM,1977,-217.0
Mariana,MNP,Migración neta,SM.POP.NETM,1978,-205.0
Mariana,MNP,Migración neta,SM.POP.NETM,1979,-169.0
Mariana,MNP,Migración neta,SM.POP.NETM,1980,1487.0
Mariana,MNP,Migración neta,SM.POP.NETM,1981,2154.0
Mariana,MNP,Migración neta,SM.POP.NETM,1982,2297.0
Mariana,MNP,Migración neta,SM.POP.NETM,1983,2446.0
Mariana,MNP,Migración neta,SM.POP.NETM,1984,2573.0
Mariana,MNP,Migración neta,SM.POP.NETM,1985,2669.0
Mariana,MNP,Migración neta,SM.POP.NETM,1986,2723.0
Mariana,MNP,Migración neta,SM.POP.NETM,1987,2649.0
Mariana,MNP,Migración neta,SM.POP.NETM,1988,2592.0
Mariana,MNP,Migración neta,SM.POP.NETM,1989,2637.0
Mariana,MNP,Migración neta,SM.POP.NETM,1990,-286.0
Mariana,MNP,Migración neta,SM.POP.NETM,1991,-1406.0
Mariana,MNP,Migración neta,SM.POP.NETM,1992,-1550.0
Mariana,MNP,Migración neta,SM.POP.NETM,1993,-1553.0
Mariana,MNP,Migración neta,SM.POP.NETM,1994,-1513.0
Mariana,MNP,Migración neta,SM.POP.NETM,1995,784.0
Mariana,MNP,Migración neta,SM.POP.NETM,1996,6015.0
Mariana,MNP,Migración neta,SM.POP.NETM,1997,6329.0
Mariana,MNP,Migración neta,SM.POP.NETM,1998,6378.0
Mariana,MNP,Migración neta,SM.POP.NETM,1999,6320.0
Mariana,MNP,Migración neta,SM.POP.NETM,2000,-1149.0
Mariana,MNP,Migración neta,SM.POP.NETM,2001,-3749.0
Mariana,MNP,Migración neta,SM.POP.NETM,2002,-3923.0
Mariana,MNP,Migración neta,SM.POP.NETM,2003,-4069.0
Mariana,MNP,Migración neta,SM.POP.NETM,2004,-4233.0
Mariana,MNP,Migración neta,SM.POP.NETM,2005,-4365.0
Mariana,MNP,Migración neta,SM.POP.NETM,2006,-4415.0
Mariana,MNP,Migración neta,SM.POP.NETM,2007,-4370.0
Mariana,MNP,Migración neta,SM.POP.NETM,2008,-4207.0
Mariana,MNP,Migración neta,SM.POP.NETM,2009,-3995.0
Mariana,MNP,Migración neta,SM.POP.NETM,2010,-3917.0
Mariana,MNP,Migración neta,SM.POP.NETM,2011,-918.0
Mariana,MNP,Migración neta,SM.POP.NETM,2012,-914.0
Mariana,MNP,Migración neta,SM.POP.NETM,2013,-906.0
Mariana,MNP,Migración neta,SM.POP.NETM,2014,-884.0
Mariana,MNP,Migración neta,SM.POP.NETM,2015,-866.0
Mariana,MNP,Migración neta,SM.POP.NETM,2016,-852.0
Mariana,MNP,Migración neta,SM.POP.NETM,2017,-830.0
Mariana,MNP,Migración neta,SM.POP.NETM,2018,-817.0
Mariana,MNP,Migración neta,SM.POP.NETM,2019,-806.0
Mariana,MNP,Migración neta,SM.POP.NETM,2020,-431.0
Mariana,MNP,Migración neta,SM.POP.NETM,2021,-431.0
Mariana,MNP,Migración neta,SM.POP.NETM,2022,-50.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1960,-19418.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1961,-41561.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1962,-29267.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1963,-57523.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1964,-47413.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1965,-34401.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1966,-28290.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1967,-24525.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1968,-26517.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1969,-25803.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1970,-26172.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1971,-39372.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1972,-47253.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1973,-51797.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1974,-52945.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1975,-52014.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1976,-58073.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1977,-32181.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1978,-30603.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1979,-27391.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1980,-17644.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1981,-26896.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1982,-32757.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1983,-37417.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1984,-51472.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1985,-56186.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1986,-104360.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1987,-110291.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1988,-107903.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1989,-109031.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1990,-104908.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1991,-130743.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1992,-118907.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1993,-121197.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1994,-115414.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1995,-97336.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1996,-98110.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1997,-95238.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1998,-94306.0
Marruecos,MAR,Migración neta,SM.POP.NETM,1999,-91664.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2000,-90376.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2001,-84706.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2002,-91645.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2003,-108908.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2004,-66711.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2005,-58941.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2006,-72241.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2007,-73718.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2008,-78864.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2009,-82207.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2010,-70490.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2011,-67369.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2012,-65136.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2013,-67026.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2014,-72062.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2015,-81202.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2016,-57256.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2017,-71807.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2018,-89007.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2019,-91959.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2020,-33807.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2021,-46242.0
Marruecos,MAR,Migración neta,SM.POP.NETM,2022,-39998.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1960,-2494.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1961,-3026.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1962,-2968.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1963,-3306.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1964,-3222.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1965,-2829.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1966,-2208.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1967,-1767.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1968,-1896.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1969,-2075.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1970,-2191.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1971,-2468.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1972,-2686.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1973,-3031.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1974,-3282.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1975,-3210.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1976,-3431.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1977,-3388.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1978,-2877.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1979,-2180.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1980,-1601.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1981,-1462.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1982,-1826.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1983,-1288.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1984,130.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1985,807.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1986,1296.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1987,127.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1988,-965.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1989,-1803.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1990,-1646.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1991,-1454.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1992,-1343.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1993,-1305.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1994,-1284.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1995,-1305.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1996,-1349.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1997,-1455.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1998,-1576.0
Mauricio,MUS,Migración neta,SM.POP.NETM,1999,-1882.0
Mauricio,MUS,Migración neta,SM.POP.NETM,2000,-2522.0
Mauricio,MUS,Migración neta,SM.POP.NETM,2001,-3145.0
Mauricio,MUS,Migración neta,SM.POP.NETM,2002,-3357.0
Mauricio,MUS,Migración neta,SM.POP.NETM,2003,-3347.0
Mauricio,MUS,Migración neta,SM.POP.NETM,2004,-3288.0
Mauricio,MUS,Migración neta,SM.POP.NETM,2005,-3221.0
Mauricio,MUS,Migración neta,SM.POP.NETM,2006,-3166.0
Mauricio,MUS,Migración neta,SM.POP.NETM,2007,-3141.0
Mauricio,MUS,Migración neta,SM.POP.NETM,2008,-3127.0
Mauricio,MUS,Migración neta,SM.POP.NETM,2009,-3146.0
Mauricio,MUS,Migración neta,SM.POP.NETM,2010,-3194.0
Mauricio,MUS,Migración neta,SM.POP.NETM,2011,-3520.0
Mauricio,MUS,Migración neta,SM.POP.NETM,2012,-3327.0
Mauricio,MUS,Migración neta,SM.POP.NETM,2013,-3131.0
Mauricio,MUS,Migración neta,SM.POP.NETM,2014,-2932.0
